,0
PRSS48,0.003449477351916377
SMIM6,0.0034459265633964425
PRDX5,0.0032727158138388984
NFU1,0.0031835445633895242
LINC02809,0.0030956132561243987
BMPR2,0.0029782624536301
KCNE1,0.0029648400380107693
S100P,0.00287914146347226
CEP20,0.0028363636363636364
VPS26BP1,0.0028310988094188984
FBXW7,0.0028127112914131166
MRPL50,0.0027996491266383482
RORA-AS1,0.0027496386359175083
MT1A,0.0027251552795031055
KRT19P1,0.0026794458895908167
MTX1,0.002674918831168831
DHX37,0.0026203082878274698
CDKL3,0.0025789676792665737
TRNT1,0.002554439627642449
HLA-G,0.0025510204081632642
MYO1A,0.0025473729543496982
CITED2,0.0025191183085919904
LOC645433,0.0024751801985584115
CENPBD1P1,0.0024212793201792682
MYL10,0.002419238110237402
GATC,0.0023926121154377576
HYLS1,0.0023877771904654015
STK32B,0.0023849803079126386
BRINP3,0.0023691404272552395
FOXP1-AS1,0.0023578780171072265
METTL7B,0.002349971313826736
MAGEA10,0.0023410262311169398
CNDP2,0.0023345819228278216
FAM114A2,0.0022756493969587665
IFIT2,0.0022693886262426773
HNRNPR,0.002244538407329105
UBD,0.0022373109243697463
LOC100996318,0.0022321428571428566
METTL27,0.0022253345782757544
BNIP3P15,0.0022236300285080764
CCL16,0.0022078726227333038
SBF1,0.0022075394262918496
DNMT1,0.0021876643377657574
SAPCD2,0.002116923324353665
DTX2,0.002104516279612558
CACNA1F,0.0020928030303030303
BUB1,0.0020901562499999996
NFYC,0.0020892857142857137
EIF3LP3,0.002088353413654619
MTND4P26,0.002081793545208179
TRUB1,0.002066108761635458
FOXA3,0.002054438083013855
LCEP4,0.0020297279477794685
COPS4,0.002021624108580632
ZNF551,0.0020165045450776576
AHCYL1,0.0020165045450776576
RPS3AP48,0.002014021991796338
PPP1R3B,0.0020136455836252997
PHF14,0.0020134680134680136
AMY1B,0.0019916400295057783
FRMPD3,0.001991139240506329
UQCC3,0.0019832189168573614
KDELR1,0.0019809411533549463
SPATS2,0.001976560025340513
INTS4P1,0.0019730977274836923
ABCA12,0.0019691512409045725
IQCB1,0.0019510246382339533
EI24,0.0019478557965879276
WWP1,0.0019318885448916412
TPH1,0.0019255493328564622
LOC101927702,0.00191952750092285
GNG2,0.0019177576986907615
ITIH2,0.0019094219424679205
CCNE2,0.001907142663698456
OSTF1,0.0019010048728171436
NSRP1,0.0018943915195666408
RTTN,0.0018863024136857806
CXCL5,0.001873810569462743
FBXW2,0.0018646012621916241
TTF2,0.0018440754292147483
HMGB3,0.0018375780554931948
MRPL15,0.0018362760834670954
ALKBH1,0.0018342151675485002
LOC392266,0.0018205158128136313
CLHC1,0.0018163324614937518
VIRMA,0.0018101265822784809
GPD1,0.0018048891047434028
RN7SL551P,0.0018048499627447
VARS2,0.0017874155253079283
ARF4,0.0017824570728162186
PPIAP41,0.0017727272727272722
KIAA0825,0.001772717200470452
RPL24,0.0017709054617776104
DMKN,0.0017463340891912332
HMGB1P33,0.0017444981213097155
LINC00954,0.0017444981213097155
COPS3,0.0017393419692270265
CORO7,0.001733333333333333
MAPK7,0.0017233601841196778
RPL5P13,0.0017075558081525682
CTPS1,0.001705123568414708
PHTF2,0.0016859073645574005
SCD,0.0016806506029421533
CCDC85B,0.0016787536619909602
SEMA4C,0.001672025505358838
HS1BP3,0.001671428571428571
MIR221,0.001657490582439873
HMGN3,0.0016559044670499785
RABGEF1,0.0016523235800344235
GOLGA7B,0.0016507936507936505
RNU6-855P,0.0016289724980901438
KALRN,0.0016280034484184663
LOC728752,0.001611015490533563
MUC1,0.0016086755987535578
ACOT1,0.0016053341294720606
GABRA1,0.0015953538286724322
PLPP3,0.0015909670369695869
RBBP7,0.0015680450070323492
MTRNR2L3,0.0015616719288590218
MRPS31,0.0015565367058295288
RAB25,0.001544861538561246
OCA2,0.001534206158952609
PRKDC,0.001521514629948365
CTSV,0.0015170032132990259
METTL8,0.0015170032132990254
PDSS2,0.0015012934220251292
SPRTN,0.0014917380660954718
SLC16A9,0.0014857142857142853
PKP2,0.001482420019005385
GAD1,0.0014780361757105946
FAM160B2,0.001473752012882448
RPS6KC1,0.00145233399079553
RABL3,0.0014458658517045022
MTR,0.0014404924760601909
LINC02709,0.0014285714285714281
SNORD114-9,0.0014120216667209134
PSMD11,0.001409159012442186
QDPR,0.0014071408774152657
CDO1,0.0013955984970477721
COIL,0.001378237559465379
ZNF599,0.0013724675578582063
LOC107984399,0.0013675213675213673
MTX3,0.0013633136094674553
IL22RA1,0.001359349185436142
COQ3,0.001359349185436142
FRRS1,0.0013541666666666665
HDDC2,0.0013465754078839333
IBTK,0.0013436692506459949
NCL,0.0013436692506459949
RPL19P6,0.0013427848101265822
ZNF395,0.0013403735452488872
PCSK6-AS1,0.001338235294117647
UTP14C,0.0013164556962025316
EEF1GP8,0.0013124211285379494
CLDN6,0.0013090165229417083
OIP5-AS1,0.0013066748764031053
REG3G,0.0013029545454545453
TSPAN3,0.0013018306994210607
RBMS3,0.0012949039673158325
STX12,0.0012939431986053256
APOBEC3H,0.0012759546935482207
SCFD2,0.001271740625165283
GEMIN8,0.0012527656226953147
ST6GALNAC4P1,0.00125
RNU6-1112P,0.0012484731713319351
RNASE13,0.0012462406015037594
TRAM2,0.0012461712989222922
ARHGEF9-IT1,0.0012409020403293162
C1QTNF9B,0.0012387815436595928
NUP107,0.0012288848837282316
DTNB,0.0012257588807976425
GUF1,0.0012215175005872694
PAX1,0.001216675612810878
MISP3,0.0012155589369664507
MIR548AG1,0.0012082616179001705
RPS17P5,0.0012055137844611515
WBP2NL,0.0011969159008632694
DDX39B,0.0011965811965811968
GGPS1,0.0011933904528763774
RNF145,0.0011848958333333338
TMEM108,0.0011791383219954654
TRA2A,0.0011757105943152454
CYP27B1,0.0011736541024370763
COX6B2,0.0011701828410689168
POTEH,0.0011645133505598627
UBE2N,0.0011635111876075724
ING4,0.0011619409970709898
HOXC12,0.0011572612384580067
APOBEC1,0.0011529933481152996
LINC01361,0.00115171650055371
ARMT1,0.001151402247646047
RN7SKP272,0.0011252103758715559
TMPRSS11E,0.0011247128792445252
DCAF4L2,0.0011187607573149743
TSG101,0.0011113324164967362
SLC2A9,0.001102354279272479
LINC01933,0.0010955284552845506
CDC123,0.001094196942298207
C10orf95,0.0010938321688828787
S100A8,0.0010848589161842176
RPS3P6,0.0010836411859429758
PLEK,0.0010740103270223758
GOLGA8F,0.0010722592993599553
SULT1E1,0.0010605803974706404
LPP-AS2,0.001054766734279919
DCDC2B,0.0010532407407407409
NME1,0.0010529513010023286
POLR3F,0.0010509950248756225
HLA-C,0.0010476190476190474
ZNF888,0.0010431844578186042
MMACHC,0.0010316256272610575
LOC100420325,0.0010256493506493522
HEMK1,0.0010233630952380958
MSS51,0.0010149807251256526
RSAD2,0.0010101474835774351
BPIFC,0.0010056864167165953
RN7SL864P,0.0010055675974329531
DAXX,0.0010045397469332562
C4B,0.0009973149213655542
C12orf60,0.0009959123002601256
RHAG,0.0009956601059451908
KLHL35,0.0009948979591836735
EIF3L,0.0009869768555214578
LOC100420052,0.000978677363233542
BLNK,0.0009769189479334405
TCEA3,0.0009756800474100051
MAP2K7,0.0009756097560975609
TCEAL4,0.0009722984370871689
UBQLN3,0.000970163394405818
TMEM50B,0.0009659442724458206
PRKACB,0.0009546758462421112
MINAR1,0.0009453988401356822
POMZP3,0.0009433581939125177
INPP4B,0.0009361462728551335
PRELP,0.0009312010661335977
IGSF5,0.0009230769230769233
TIMM17B,0.0009199469261388767
JMJD4,0.0009171075837742505
ARHGEF38-IT1,0.0009130949594407717
MIR199B,0.0009116809116809115
HROB,0.0009101673101673103
FRG2,0.0009095281822554551
UPK2,0.0009092719771336924
PPP5C,0.0009027124773960217
CLCN4,0.0009005610713734967
TCOF1,0.0008827586206896547
SLC26A5,0.0008713866778382912
SYT7,0.0008692431164341283
OR51N1P,0.0008683998927901382
RPS6,0.0008666666666666664
ACTB,0.0008647450110864746
SRSF12,0.0008630070796832005
PSMC1P3,0.000860879000413885
RPL13P7,0.000860008536064874
MIR4684,0.0008499266027355923
MMAB,0.000827582776928145
GPN1,0.0008268164965791379
HADHBP1,0.0008235666772252137
LOC101929124,0.0008160173160173174
MIR3155A,0.0008157991878922119
EPB41L5,0.0008156862745098032
NDUFA8,0.0008149487643158524
KRT8P43,0.0008074534161490684
RN7SL612P,0.0008031645843032016
WDR45,0.0007992973210364514
C16orf72,0.0007992007992007992
PCK2,0.0007976798482416425
TSC22D2,0.0007976769143362164
SCG2,0.0007974848554558699
P3H1,0.0007974848554558699
SNORA12,0.0007970451835728476
TSPOAP1,0.0007967168262653919
VBP1,0.0007784014969259523
ACOT7,0.0007701736465781426
LOC100506675,0.0007700718928925035
ANXA3,0.0007624633431085045
U2AF1,0.0007566137566137564
LMBR1L,0.0007528663736213258
LAMB4,0.0007353071144498454
PLEKHM1,0.0007326007326007325
NRBF2,0.0007296286031042141
RPL18AP3,0.0007290436835891377
GSTM4,0.000727820844099914
SEC14L5,0.0007222222222222219
DCLRE1B,0.0007105708783452075
UBE2Q2P2,0.0007103502558048005
KPNB1P1,0.0007032967032967032
RSU1P3,0.0006949051425844166
H2AC6,0.0006947058008911906
SNHG18,0.0006947058008911905
RASSF6,0.0006946024835501916
CNN2P12,0.0006944966151637332
EIF4A2P3,0.0006944966151637331
GEMIN7,0.000692467748647524
PEX3,0.000692366705024934
IMP4,0.0006878306878306876
BSNDP1,0.0006858766233766236
BLZF1,0.0006788833700750987
MIR3918,0.0006787445578731534
PSMD10P3,0.0006775576733304709
ZNF784,0.0006770833333333336
OR7E46P,0.0006743948478791907
LOC100506422,0.0006649677802288363
DSPP,0.0006638365940691518
LHFPL3-AS2,0.0006634366925064593
LINC00254,0.0006631412347036511
OR7E14P,0.0006620370370370354
HMGCLL1,0.000661230982406846
ZNF683,0.0006529508355066166
ZZEF1,0.0006491885143570539
C5orf58,0.0006490189248809949
EHMT1,0.0006487577075592948
TERC,0.0006476501582051381
KLHL7,0.0006467471298204289
ME3,0.0006462334739803083
LINC02173,0.0006363868147878342
RNU6-10P,0.0006357069143446866
CYCSP2,0.0006355996944232235
CCDC80,0.0006351414394164288
MUC13,0.0006344342299398491
ZNF503,0.0006341076763611975
LOC100419654,0.0006340132142056757
IGHV3-7,0.0006298449612403101
SREK1IP1P2,0.0006287408659788538
RN7SL18P,0.0006238464377999265
GPR83,0.0006203356914967394
NDOR1,0.000615848406546081
CASP3,0.0006112115732368893
GLO1,0.0006041308089500852
DSTN,0.0006010319917440663
GAMT,0.0005979655019902701
LOC100533677,0.0005959312839059664
TRBV6-6,0.0005887167718493009
GALNT14,0.0005886092633080576
DEFT1P,0.0005883852871804688
RPL18AP6,0.0005883852871804688
PROM1,0.0005878552971576227
LRRTM3,0.0005873493975903615
VSIG10,0.0005812169312169312
KDM5C,0.0005743915989455101
RNU4-2,0.000573224225221689
UBD,0.0005691056910569118
RN7SL492P,0.0005690097042646929
TIMM8B,0.0005689111915042596
ITPKC,0.0005684897758068498
APOBEC3B-AS1,0.0005684897758068498
SLC4A4,0.0005683770025920491
MIR374B,0.0005652685931696714
RNA5SP73,0.0005635239370179131
SLC3A1,0.0005634674922600619
CD1D,0.0005625422582826232
THOC1,0.0005615740272012422
LINC02097,0.0005588215571003873
TRIM10,0.0005529147134559763
SDCBP2-AS1,0.0005511730773150695
C17orf50,0.0005508941435714891
RPS6KB1,0.0005505922837667913
HS3ST3B1,0.0005502645502645502
METTL2B,0.0005404656319290465
MRPS14,0.0005404656319290464
CTNNA2,0.000537467700258398
ABHD16A,0.0005368615996635314
ZXDC,0.0005366357069143448
PDCD10,0.0005357114112325568
RPL17P18,0.0005339285714285715
YPEL3,0.0005338164251207729
RPS4XP11,0.0005303754701345063
RNA5SP108,0.0005303274288781532
C2orf15,0.0005284552845528455
PEA15,0.0005210234388978351
PRXL2C,0.0005210234388978351
RPL7AP30,0.0005198312236286931
SLC41A1,0.000519653564290473
RPS8P1,0.0005192686357243327
TXNL4B,0.0005191656266714208
OR5B3,0.0005191656266714208
L3MBTL3,0.0005170454545454547
GP9,0.0005145833333333331
S1PR5,0.0005083088954056697
CDC42EP2,0.0005066709394861928
DTX1,0.0005057955742887242
SEC22A,0.000505795574288724
TP53I13,0.0005047443592638818
FNBP4,0.0005038759689922482
COPS5,0.0005038759689922481
AHR,0.0005038759689922481
LRRC37B,0.0005038759689922481
TMEM14C,0.0005026467203682396
SEPTIN7P8,0.0004988674217188542
TRIP10,0.0004972270032510997
C11orf96,0.0004972270032510997
GDAP1L1,0.0004972270032510997
PCSK9,0.0004921254236322749
ANTXRL,0.0004921254236322747
GIMAP5,0.0004914529914529917
FAM27C,0.0004884594739667203
DNAAF4-CCPG1,0.0004884004884004885
ANKRD16,0.0004871794871794871
FAM189A2,0.0004829721362229103
LOC100420114,0.0004829721362229103
MIS18A,0.0004821174558016655
OR6T1,0.0004819340016708445
PROCR,0.00048041389504804144
CEP19,0.0004790020790020776
FAM120A,0.0004773379231210556
SLC22A12,0.0004773379231210556
SMN1,0.00047609875726017085
MTFMT,0.00047392405063291146
RNF133,0.00046878521523551945
TDGF1,0.0004683583959899753
FNDC5,0.00046807313642756673
PCDHGA1,0.0004651994990159242
HPGD,0.00046428571428571417
SNORD113-6,0.00045584045584045577
TNFRSF10C,0.0004504504504504508
HIF1AN,0.0004487179487179487
USP46,0.00044788975021533173
ADAT1,0.00044788975021533157
UTP4,0.00044788975021533157
CIAO3,0.00044788975021533157
KAT8,0.00044659151905528707
DHODH,0.0004431538412978978
RPL32P6,0.0004388185654008439
ALG1L,0.0004388185654008439
LRRC17,0.0004293085655314758
RPP21,0.0004293085655314758
BAG2,0.0004274355448064366
MKRN7P,0.0004273504273504275
DCAF8,0.00042126582278481005
OR4A40P,0.00041867954911433173
POLR2J4,0.00041867954911433173
CLTB,0.0004098522167487685
CD180,0.0003949367088607595
FBXL20,0.00039097744360902254
ABALON,0.00038433111603843306
SRC,0.00038433111603843306
MBTPS1,0.0003751803751803753
MRPL21,0.0003676535572249226
LOC100286997,0.0003510548523206751
MED15P9,0.0003510548523206751
POLR2K,0.0003359173126614987
MCOLN2,0.0003274130768979163
LOC107984827,0.00028824833702882483
AQP4-AS1,0.00028121788978422037
LOC645967,0.00027911969940955445
FGFRL1,0.00027911969940955445
ARHGAP29,0.000271869837087228
RAB40A,0.0002578372931792704
CYP2F1,0.00021613284458065512
LINC01538,0.00016023641925806982
